alert_key,probability
354261,1.0
354799,1.0
354790,1.0
354672,1.0
354668,1.0
354662,1.0
354658,1.0
354652,1.0
354619,1.0
354618,1.0
354613,1.0
354604,1.0
354595,1.0
354573,1.0
354471,1.0
354470,1.0
354449,1.0
354443,1.0
354417,1.0
354401,1.0
353578,1.0
353556,1.0
353549,1.0
353545,1.0
352872,1.0
352859,1.0
352858,1.0
352700,1.0
352696,1.0
352683,1.0
352654,1.0
352651,1.0
352501,1.0
352470,1.0
352343,1.0
352337,1.0
352332,1.0
352329,1.0
352316,1.0
352309,1.0
352305,1.0
352302,1.0
352280,1.0
352888,1.0
353032,1.0
353043,1.0
353231,1.0
353540,1.0
353494,1.0
353413,1.0
353399,1.0
353376,1.0
353247,1.0
353241,1.0
353236,1.0
353220,1.0
353047,1.0
353209,1.0
353200,1.0
353083,1.0
353080,1.0
353077,1.0
353072,1.0
353065,1.0
353059,1.0
354801,1.0
354813,1.0
354814,1.0
355769,1.0
356300,1.0
356288,1.0
356249,1.0
356246,1.0
356221,1.0
356187,1.0
356068,1.0
356065,1.0
356055,1.0
356045,1.0
356043,1.0
356034,1.0
355905,1.0
355895,1.0
355884,1.0
355827,1.0
355810,1.0
355806,1.0
355801,1.0
356307,1.0
356369,1.0
356386,1.0
356757,1.0
356960,1.0
356949,1.0
356941,1.0
356932,1.0
356859,1.0
356787,1.0
356784,1.0
356779,1.0
356632,1.0
356405,1.0
356630,1.0
356624,1.0
356612,1.0
356601,1.0
356600,1.0
356565,1.0
356418,1.0
356413,1.0
355791,1.0
355755,1.0
354824,1.0
355748,1.0
355376,1.0
355362,1.0
355222,1.0
355198,1.0
355197,1.0
355193,1.0
355166,1.0
355152,1.0
355150,1.0
355146,1.0
355090,1.0
354973,1.0
354951,1.0
354944,1.0
354943,1.0
354939,1.0
354935,1.0
354842,1.0
354831,1.0
355379,1.0
355380,1.0
355384,1.0
355542,1.0
355729,1.0
355671,1.0
355667,1.0
355633,1.0
355563,1.0
355561,1.0
355558,1.0
355546,1.0
355532,1.0
355395,1.0
355525,1.0
355501,1.0
355431,1.0
355426,1.0
355420,1.0
355417,1.0
355413,1.0
355411,1.0
362273,1.0
352249,1.0
363039,1.0
364767,1.0
363590,1.0
364592,1.0
364964,1.0
363123,1.0
364460,1.0
364196,1.0
363863,1.0
362733,1.0
363862,1.0
364983,1.0
363712,1.0
363341,1.0
363339,1.0
363167,1.0
364012,1.0
364203,1.0
362735,1.0
364223,1.0
363338,1.0
363695,1.0
363337,1.0
363121,1.0
362480,1.0
364739,1.0
364976,1.0
364176,1.0
363453,1.0
364775,1.0
362916,1.0
364169,1.0
363682,1.0
363446,1.0
363153,1.0
364182,1.0
364978,1.0
364186,1.0
362483,1.0
364496,1.0
364189,1.0
363896,1.0
363155,1.0
363914,1.0
363442,1.0
364689,1.0
362891,1.0
362725,1.0
364694,1.0
364109,1.0
365004,1.0
364315,1.0
363770,1.0
364670,1.0
364640,1.0
364307,1.0
363320,1.0
363130,1.0
363753,1.0
364479,1.0
362953,1.0
364035,1.0
364333,1.0
364699,1.0
364316,1.0
364667,1.0
365008,1.0
364033,1.0
364020,1.0
362451,1.0
364321,1.0
362450,1.0
364612,1.0
364484,1.0
364303,1.0
362586,1.0
364788,1.0
363020,1.0
363138,1.0
363472,1.0
363276,1.0
362866,1.0
363751,1.0
362800,1.0
364044,1.0
364478,1.0
362860,1.0
364748,1.0
364302,1.0
363771,1.0
363477,1.0
355787,0.9999998807907104
359393,0.9999998807907104
354971,0.9999998807907104
352558,0.9999998807907104
364165,0.9999998807907104
358734,0.9999998807907104
352692,0.9999997615814209
360090,0.9999997615814209
363788,0.9999997615814209
359495,0.9999997615814209
363467,0.9999997615814209
352658,0.9999997615814209
356752,0.9999997615814209
364698,0.9999997615814209
363902,0.9999996423721313
364728,0.9999995231628418
356014,0.9999994039535522
359605,0.9999994039535522
358984,0.9999984502792358
355091,0.9999972581863403
363759,0.9999966621398926
360592,0.9999963045120239
364993,0.9999947547912598
362934,0.9999945163726807
360598,0.9999935626983643
363774,0.9999923706054688
361128,0.9999916553497314
361137,0.9999910593032837
363757,0.9999898672103882
363282,0.9999897480010986
357292,0.9999873638153076
355375,0.9999872446060181
363480,0.9999850988388062
358726,0.9999842643737793
359121,0.999982476234436
352660,0.9999750852584839
360566,0.9999741315841675
362153,0.9999693632125854
361851,0.999962568283081
364718,0.9999512434005737
361299,0.9999451637268066
352857,0.9999418258666992
362298,0.9999406337738037
359227,0.9999372959136963
364779,0.999932050704956
355761,0.9999290704727173
355540,0.9999270439147949
359370,0.9999240636825562
359384,0.9999178647994995
354950,0.9999086856842041
360387,0.9998931884765625
352508,0.9998924732208252
356614,0.9998792409896851
359113,0.9998722076416016
363149,0.9998278617858887
352710,0.9998247027397156
354675,0.9998077750205994
360529,0.9997928738594055
361976,0.9997560381889343
364695,0.999742329120636
356426,0.9996398687362671
360085,0.9996398687362671
355212,0.9995952248573303
360839,0.999563992023468
359382,0.9995226860046387
360288,0.9995146989822388
360604,0.9994882345199585
361308,0.9994865655899048
364597,0.9994695782661438
364776,0.9994322657585144
357519,0.999406099319458
361146,0.9993870258331299
362151,0.9993337988853455
359771,0.9992473125457764
356225,0.9992473125457764
352670,0.999198853969574
361861,0.9991770386695862
360789,0.9991614818572998
361575,0.9991255402565002
354435,0.9991023540496826
352870,0.9990567564964294
359376,0.9990441203117371
364031,0.9989193677902222
361295,0.9988228678703308
356953,0.9988018274307251
362154,0.9986929297447205
359819,0.998685896396637
356156,0.998685896396637
356734,0.9986795783042908
361577,0.9986779093742371
361147,0.9986218214035034
360651,0.9985693693161011
361551,0.9985380172729492
364150,0.9985232949256897
362872,0.9984486103057861
360562,0.9984007477760315
358258,0.9983283877372742
357688,0.99825519323349
358693,0.9978669881820679
355392,0.9978339076042175
364480,0.9976689219474792
354633,0.9975837469100952
358157,0.9974749684333801
353054,0.9974696636199951
357493,0.9973499774932861
359654,0.9972419738769531
364717,0.9972074627876282
354239,0.9970269799232483
362458,0.9969942569732666
359652,0.996893048286438
356054,0.996893048286438
362929,0.9966101050376892
362155,0.9957048296928406
362848,0.9955612421035767
362928,0.9951310157775879
361545,0.994835376739502
352874,0.9946118593215942
362125,0.994283139705658
361865,0.9938183426856995
359369,0.9932966828346252
356186,0.9929364323616028
359856,0.9929364323616028
357889,0.9921782612800598
353868,0.9912903308868408
353229,0.9911888837814331
355773,0.9902433753013611
359784,0.9901692867279053
356248,0.9901692867279053
357064,0.9897140264511108
363032,0.9893352389335632
362015,0.987234890460968
354415,0.9857884049415588
360232,0.9849898815155029
360854,0.9838780164718628
352254,0.9826350212097168
360409,0.9820804595947266
359142,0.9811367392539978
356165,0.9807306528091431
359828,0.9807306528091431
355523,0.9801108241081238
358850,0.9797033667564392
365009,0.9794010519981384
362734,0.9792709350585938
364008,0.9781304597854614
359361,0.9778656959533691
363571,0.9774492383003235
354798,0.9749680757522583
360646,0.9730798602104187
360649,0.9722033739089966
359365,0.9719939231872559
356602,0.9714683890342712
359268,0.9713166356086731
358464,0.9706518054008484
360282,0.9704044461250305
361296,0.9692168831825256
361282,0.9678627848625183
363137,0.965934157371521
354022,0.963988184928894
357862,0.9627649784088135
356756,0.9622194766998291
354942,0.9621452689170837
361118,0.961944043636322
357670,0.9617717862129211
362850,0.9536776542663574
361835,0.9535763263702393
364047,0.9528289437294006
360577,0.9525396227836609
357700,0.9465869665145874
356795,0.9439966082572937
364692,0.9439728260040283
361140,0.9406177997589111
354428,0.9397708773612976
358242,0.9370601177215576
358946,0.9332454204559326
363886,0.9264088273048401
358214,0.9244112968444824
359639,0.9202864766120911
356044,0.9202864766120911
355567,0.9174379110336304
359863,0.9170539379119873
356189,0.9170539379119873
353415,0.9170475602149963
357717,0.9169880151748657
354978,0.9168864488601685
364458,0.9129977822303772
364464,0.9121286273002625
358067,0.9107245206832886
363455,0.909943699836731
359270,0.9089968204498291
356594,0.9007025957107544
361848,0.8966864943504333
361266,0.8959081768989563
356195,0.8941841721534729
359633,0.893915057182312
352680,0.8932849168777466
356017,0.8868588209152222
359608,0.8868588209152222
361720,0.8843804001808167
359385,0.8841229677200317
362472,0.8828802108764648
361822,0.879612922668457
361569,0.8790716528892517
354679,0.8673747181892395
362858,0.8525588512420654
364780,0.8494570851325989
355775,0.8438076972961426
356918,0.8421083688735962
361117,0.835909366607666
363284,0.8338750600814819
353386,0.8222835063934326
364447,0.8221372365951538
364678,0.819747805595398
358725,0.7922128438949585
356052,0.7851341366767883
359650,0.7851341366767883
358008,0.7749547958374023
354616,0.7732422351837158
362208,0.7677850723266602
364493,0.7653951644897461
359247,0.7635488510131836
358569,0.7635117769241333
362717,0.763479471206665
359223,0.7622352242469788
362918,0.7599809169769287
363866,0.7594020962715149
358252,0.7558419704437256
363154,0.7513946294784546
361698,0.7511072754859924
353872,0.742445170879364
360955,0.7413960099220276
357507,0.7407277822494507
363034,0.7327089905738831
357223,0.7298309206962585
356950,0.7242341637611389
354970,0.7230916619300842
362127,0.7215122580528259
360233,0.7199116945266724
357874,0.7191161513328552
356075,0.708993136882782
359680,0.708993136882782
355434,0.7089381217956543
356642,0.7089207172393799
362895,0.7083343267440796
362851,0.7072975635528564
353558,0.7063676714897156
353825,0.7061079740524292
357885,0.7054924964904785
358071,0.7042298316955566
363923,0.7042120099067688
355458,0.7001575231552124
355397,0.6855239272117615
354820,0.6837108135223389
360553,0.6770077347755432
361114,0.6711939573287964
352522,0.6694930791854858
360279,0.6606816053390503
361445,0.6502505540847778
361313,0.642360508441925
362864,0.6388408541679382
363439,0.6328747272491455
356228,0.6279996037483215
359774,0.6279996037483215
362724,0.6216294169425964
364996,0.6206873655319214
361707,0.6204471588134766
359400,0.6091780066490173
358192,0.6083737015724182
360231,0.6070954203605652
354810,0.5993077754974365
364462,0.5895325541496277
355759,0.5889130234718323
364735,0.5886681079864502
362227,0.58586186170578
361450,0.5857521295547485
360273,0.585459291934967
361003,0.5851228833198547
359263,0.5847741365432739
361552,0.5752134323120117
358036,0.57061767578125
352686,0.5704758763313293
361124,0.5683484077453613
354432,0.5681890249252319
361021,0.5637006759643555
363033,0.5605088472366333
358709,0.5583367943763733
364048,0.5507575273513794
354821,0.550017774105072
353861,0.5493080615997314
353416,0.5407978892326355
358206,0.5401501059532166
357485,0.5396144390106201
356763,0.5385490655899048
358212,0.5385490655899048
360827,0.5384770035743713
358207,0.5384770035743713
357676,0.5384770035743713
360037,0.5383912920951843
364729,0.5383912920951843
356384,0.5383912920951843
354402,0.5383788347244263
358434,0.5352150797843933
364753,0.534959614276886
357069,0.5346625447273254
356390,0.5346076488494873
360043,0.5346076488494873
354407,0.534363329410553
355679,0.5339959263801575
361986,0.5236502885818481
360979,0.5225524306297302
361715,0.5215224027633667
353051,0.5204985737800598
358733,0.5183786749839783
360563,0.5178285241127014
359731,0.5171135067939758
356119,0.5171135067939758
354756,0.5171045064926147
363315,0.5170692205429077
354850,0.5097265839576721
353885,0.5096204876899719
357321,0.5095579624176025
353243,0.5092630386352539
356313,0.5091472268104553
359956,0.5091472268104553
357902,0.508450984954834
364200,0.507881760597229
355911,0.507863461971283
361261,0.5076106190681458
356969,0.5076017379760742
361431,0.506867527961731
358282,0.506804883480072
354759,0.502230703830719
360254,0.49839454889297485
364986,0.49801722168922424
361158,0.4969821274280548
356628,0.4827437996864319
362701,0.47626468539237976
355762,0.47403907775878906
357848,0.4738616645336151
361998,0.4715825319290161
364601,0.46884873509407043
359260,0.46502751111984253
362132,0.4650261104106903
357567,0.4578908085823059
352282,0.4528280198574066
353388,0.450507789850235
357262,0.45008766651153564
357303,0.44319456815719604
354643,0.4431111812591553
359373,0.4426939785480499
356057,0.44186028838157654
359657,0.44186028838157654
361001,0.4415318965911865
358048,0.4411678910255432
362226,0.43990370631217957
355570,0.4380311369895935
358736,0.4379383623600006
361306,0.43781742453575134
364995,0.4250182807445526
356736,0.4243496358394623
356399,0.4222727119922638
360053,0.4222727119922638
364289,0.41780489683151245
355780,0.4176892340183258
355545,0.4156835973262787
354047,0.4145251214504242
362941,0.4076862633228302
355179,0.4064708948135376
357489,0.40646833181381226
359499,0.4061611294746399
360843,0.40410223603248596
361011,0.4007706642150879
360601,0.40073177218437195
361859,0.3874187767505646
354630,0.3800516128540039
358471,0.3790036141872406
362214,0.37858256697654724
357318,0.37710151076316833
358988,0.3746820390224457
358993,0.3742885887622833
359143,0.37390440702438354
361133,0.3738511800765991
357079,0.3736051023006439
358178,0.3733936548233032
354421,0.37031763792037964
361432,0.37012651562690735
354947,0.36727961897850037
354027,0.3611448109149933
359506,0.35613197088241577
361837,0.3555378317832947
361559,0.3467545509338379
361129,0.3459695279598236
363036,0.3456082046031952
362246,0.34553879499435425
364495,0.3454936444759369
361547,0.34477242827415466
360292,0.342852383852005
364467,0.34181952476501465
364666,0.33875739574432373
364299,0.33875739574432373
360393,0.33798500895500183
355123,0.32553714513778687
357290,0.3227555453777313
360018,0.31949642300605774
356372,0.31949642300605774
361314,0.3169097900390625
353166,0.3143764138221741
358996,0.31224507093429565
360610,0.31118670105934143
359507,0.3108411133289337
354442,0.30526095628738403
363346,0.3022783100605011
359377,0.29635176062583923
361166,0.29249435663223267
358626,0.2756175398826599
360388,0.2712268829345703
361710,0.26786959171295166
363918,0.265327513217926
361433,0.25647059082984924
355756,0.25550225377082825
363906,0.2547936737537384
356753,0.25261038541793823
358834,0.24785228073596954
361576,0.24404609203338623
361123,0.2376132309436798
354423,0.23699551820755005
364179,0.22966168820858002
363740,0.2264726310968399
360395,0.21882264316082
354792,0.2154085338115692
358264,0.21517112851142883
355418,0.21351513266563416
357300,0.21275296807289124
363023,0.21150943636894226
363780,0.2108778953552246
355182,0.20878329873085022
364190,0.20770812034606934
364295,0.2076040506362915
356229,0.20564277470111847
359775,0.20564277470111847
359391,0.20500820875167847
352866,0.2036038339138031
360653,0.20285187661647797
354178,0.19623379409313202
357322,0.1957603096961975
356303,0.1935630589723587
359945,0.1935630589723587
356957,0.19339920580387115
363465,0.1910451352596283
362142,0.18755748867988586
360235,0.18253538012504578
358480,0.1810833066701889
359762,0.18014448881149292
356216,0.18014448881149292
356637,0.17809872329235077
359950,0.1749357432126999
357468,0.17366473376750946
354834,0.17257089912891388
355899,0.17171531915664673
364610,0.16979916393756866
352876,0.16938547790050507
355734,0.16862565279006958
354818,0.1670566350221634
357286,0.16573196649551392
358248,0.16506370902061462
355382,0.16480298340320587
364038,0.1628464013338089
358250,0.162531778216362
358466,0.1611916869878769
364319,0.15991456806659698
363136,0.1595432609319687
364626,0.15890832245349884
358983,0.15869192779064178
364332,0.1578371375799179
356792,0.1573091447353363
360400,0.1568390429019928
364320,0.15594595670700073
358443,0.1546914130449295
353875,0.15404389798641205
357883,0.15363426506519318
360990,0.15295028686523438
353233,0.15089666843414307
354212,0.15063287317752838
358588,0.14940007030963898
359494,0.1480545699596405
361836,0.1474945843219757
361581,0.14709986746311188
362233,0.14667294919490814
364488,0.14550472795963287
362461,0.14549124240875244
359841,0.14429332315921783
356173,0.14429332315921783
352484,0.14373715221881866
362136,0.14161165058612823
352312,0.1402626782655716
360260,0.13802498579025269
360597,0.13771666586399078
354440,0.13705052435398102
360594,0.136871799826622
360294,0.13590480387210846
361287,0.13180987536907196
364251,0.13162919878959656
357525,0.1315997689962387
360588,0.13100090622901917
361855,0.1308029294013977
363152,0.13058489561080933
359131,0.13040167093276978
362477,0.13038437068462372
352715,0.13011832535266876
358980,0.128902405500412
359488,0.1279282420873642
354468,0.12174660712480545
353596,0.12148229032754898
359390,0.11748820543289185
363738,0.11587509512901306
361000,0.11541985720396042
358216,0.11489200592041016
357692,0.11369048804044724
355808,0.1089918464422226
363128,0.10894551128149033
364032,0.10869593918323517
361298,0.10546492785215378
352301,0.10383694618940353
359860,0.10189584642648697
361152,0.09986395388841629
353405,0.09485576301813126
357892,0.09041392058134079
361689,0.0893951952457428
364628,0.08924807608127594
352877,0.08885904401540756
364311,0.08615615963935852
358220,0.08421174436807632
358463,0.08418751507997513
355196,0.08397430926561356
364472,0.08330874890089035
358835,0.08316174894571304
361136,0.0831555649638176
361860,0.0803365707397461
354837,0.07958245277404785
358431,0.0783771276473999
358228,0.07773271203041077
354817,0.07723348587751389
354819,0.07251503318548203
358444,0.07001908868551254
362488,0.06781179457902908
357107,0.06768921762704849
363767,0.06745190918445587
352330,0.06742071360349655
362149,0.06684892624616623
361867,0.06528312712907791
361303,0.06336425244808197
363146,0.06049894914031029
363160,0.06044062227010727
352871,0.06009906157851219
358256,0.05995948240160942
363898,0.05952082574367523
361144,0.058146554976701736
361574,0.05812640115618706
362871,0.057422928512096405
362152,0.05718417838215828
364475,0.056762661784887314
353571,0.0566069521009922
356588,0.05522386357188225
364705,0.053838182240724564
357092,0.0517442487180233
354609,0.05157371982932091
362823,0.05145331844687462
364709,0.04943210259079933
354447,0.046880632638931274
356311,0.04629726707935333
359954,0.04629726707935333
355815,0.046239111572504044
355909,0.044934529811143875
361143,0.04413735121488571
361284,0.04374965280294418
355566,0.041755612939596176
355724,0.04067802429199219
354263,0.03893406689167023
359737,0.03862493485212326
356140,0.03862493485212326
360396,0.03829021379351616
352503,0.03746872767806053
364721,0.03697086498141289
357677,0.0358363501727581
358029,0.03348289802670479
357294,0.03185325488448143
364015,0.030119609087705612
356966,0.029809560626745224
360582,0.029434245079755783
363476,0.0294176172465086
358740,0.029375998303294182
361589,0.02922966144979
362242,0.02891537919640541
364693,0.02874240092933178
355745,0.028557192534208298
364252,0.026976589113473892
353569,0.02454882115125656
355776,0.024053361266851425
354938,0.023611262440681458
361463,0.022659044712781906
360271,0.021854199469089508
355737,0.02158530242741108
354804,0.021455442532896996
362301,0.021126987412571907
362930,0.020924417302012444
358046,0.02084599807858467
357715,0.0203358493745327
361006,0.020136887207627296
362481,0.01981564424932003
361294,0.019574588164687157
360593,0.018879426643252373
358331,0.01852787658572197
364253,0.018480731174349785
358808,0.017495036125183105
364318,0.01705222949385643
358462,0.01691901497542858
357347,0.016721701249480247
352699,0.015958551317453384
357221,0.015811407938599586
357106,0.015742909163236618
357871,0.01569201610982418
355522,0.015377386473119259
354448,0.015184648334980011
358005,0.014954929240047932
353213,0.014871862716972828
353201,0.014799036085605621
364194,0.014380672946572304
357509,0.014073633588850498
358195,0.013980517163872719
353847,0.013905530795454979
361550,0.013437404297292233
358040,0.013225989416241646
359389,0.012898472137749195
357712,0.011670493520796299
355386,0.01160888560116291
356188,0.011583808809518814
359858,0.011583808809518814
355565,0.011551118455827236
354625,0.01155068352818489
353205,0.011384489946067333
356790,0.011145464144647121
357863,0.011108867824077606
352331,0.010979307815432549
354446,0.01081884652376175
362225,0.010427452623844147
356608,0.010255657136440277
363322,0.01023874431848526
355789,0.010202966630458832
358167,0.009960215538740158
355741,0.009705373086035252
354796,0.009615667164325714
354807,0.00961527694016695
353074,0.009076477959752083
358841,0.008787647821009159
358620,0.008751566521823406
357888,0.008306499570608139
359269,0.00814023707062006
357287,0.00791237037628889
358610,0.007304426282644272
358172,0.006953185889869928
362463,0.006894046440720558
364167,0.006887207273393869
353589,0.006767269689589739
356924,0.0065200310200452805
354459,0.0065111881121993065
361709,0.006264503113925457
354413,0.005994289647787809
360989,0.0057836673222482204
363459,0.00571034848690033
361839,0.005231481045484543
358721,0.004918156657367945
358601,0.004875193350017071
364293,0.0047645652666687965
360976,0.004528780002146959
353084,0.0045169079676270485
362285,0.004443133249878883
357887,0.004308086354285479
359477,0.004197923932224512
353396,0.0041344864293932915
354565,0.004112100228667259
364278,0.004073109943419695
363776,0.00405235355719924
357882,0.003906530328094959
354911,0.003661468857899308
354788,0.0036542622838169336
356783,0.003647585865110159
353833,0.0036072293296456337
364184,0.003330742008984089
353227,0.003315775888040662
363583,0.0029527193401008844
361721,0.0028615896590054035
364734,0.002793811960145831
362715,0.002526688389480114
360034,0.002450841013342142
354220,0.002424989128485322
364743,0.0023104907013475895
364624,0.002214734675362706
356403,0.002193634631112218
360058,0.002193634631112218
362470,0.002174344379454851
361028,0.0021453306544572115
363124,0.002135108457878232
354661,0.002074419753625989
358452,0.0020659654401242733
360225,0.002043724525719881
364599,0.002022799104452133
364454,0.0020211758092045784
362174,0.0019153321627527475
357695,0.0018991784891113639
356951,0.0018912038067355752
363145,0.0018816126976162195
358600,0.0017993879737332463
353865,0.0017543028807267547
358836,0.0017159758135676384
358723,0.0017140049021691084
354431,0.00166463409550488
364669,0.0016636437503620982
359126,0.0016214665956795216
353075,0.0016044582007452846
355673,0.0015037868870422244
356420,0.0014496957883238792
360077,0.0014496957883238792
363752,0.0014312731800600886
360063,0.0013857114827260375
356408,0.0013857114827260375
361278,0.0013266196474432945
355134,0.0012958402512595057
361847,0.00125900621060282
357068,0.0012039761058986187
363168,0.0011689127422869205
362243,0.0011167093180119991
355792,0.001100059598684311
360264,0.0010967738926410675
355181,0.0010205494472756982
358235,0.0010094811441376805
359658,0.0009502486791461706
356058,0.0009502459433861077
355178,0.0008952999487519264
352344,0.0008888294687494636
357090,0.0008875067578628659
361446,0.0008828872232697904
361002,0.0008823057869449258
357490,0.0008819733047857881
360567,0.0008116699173115194
358975,0.0007839679601602256
360278,0.0007329621003009379
358054,0.0007247383473441005
363909,0.0007154475315473974
355794,0.0006716729258187115
354826,0.0006694002076983452
360251,0.0006638152990490198
352488,0.0005999342538416386
361010,0.0005857484648004174
356771,0.0005822698003612459
360583,0.0005739154876209795
352685,0.0005613077664747834
356424,0.0005320925847627223
360081,0.0005320925847627223
354430,0.0005117076798342168
355770,0.0004886499955318868
356773,0.00045129534555599093
359481,0.00044176133815199137
364172,0.00043215270852670074
360065,0.0004198385577183217
356968,0.0004148294683545828
360558,0.00038059771759435534
357094,0.00035893640597350895
356617,0.00035325868520885706
364977,0.0003415771061554551
354930,0.00033088502823375165
356745,0.0003288280568085611
363756,0.00032332641421817243
363696,0.00030652349232695997
354958,0.0002982824807986617
355548,0.0002894758654292673
364011,0.0002831486926879734
357861,0.00028228183509781957
364485,0.00028182604000903666
363304,0.00025852525141090155
358222,0.00024754376499913633
357488,0.00024303465033881366
357233,0.00023895826598163694
359607,0.00021760001254733652
356016,0.00021760001254733652
358828,0.00021232845028862357
354039,0.00019884346693288535
364304,0.00018287592683918774
352684,0.00017516656953375787
358438,0.00016248087922576815
364286,0.00016212803893722594
358454,0.00016086761024780571
363754,0.00015891082875896245
356395,0.00015875589451752603
360049,0.00015875589451752603
356409,0.00015593595162499696
360064,0.00015593595162499696
357091,0.00015592272393405437
355793,0.0001556605420773849
359116,0.00014876681962050498
363328,0.00014747802924830467
353566,0.00011973070650128648
356179,0.00010670048504834995
359848,0.00010670048504834995
364022,0.00010278191621182486
355757,0.00010235137597192079
358593,0.00010031900455942377
361690,8.877598156686872e-05
365001,7.992100290721282e-05
355168,7.291571091627702e-05
352880,6.443767051678151e-05
353848,6.326031871140003e-05
358269,6.112619303166866e-05
364195,6.056516940589063e-05
359852,5.100915950606577e-05
356183,5.100915950606577e-05
353404,4.60150113212876e-05
354780,4.0808172343531623e-05
357081,3.472824755590409e-05
362855,3.43181673088111e-05
362947,3.264384577050805e-05
364751,3.2544256100663915e-05
357098,3.116203879471868e-05
359362,2.8809878131141886e-05
358708,2.8689268219750375e-05
363317,2.661576036189217e-05
355404,2.6502344553591684e-05
356749,2.4441642381134443e-05
362723,2.0063842384843156e-05
362241,1.8701724911807105e-05
356890,1.7126558304880746e-05
362449,1.6223715647356585e-05
353568,1.614064422028605e-05
361277,1.5345091014751233e-05
361845,1.530725057818927e-05
359625,1.516734300821554e-05
356033,1.516734300821554e-05
355361,1.5096317838469986e-05
353030,1.5024648746475577e-05
361705,1.367223921988625e-05
363905,1.3609457710117567e-05
355221,1.2866472388850525e-05
364135,1.199295002152212e-05
356245,1.1365375030436553e-05
359781,1.1365038517396897e-05
357119,1.0340499102312606e-05
353033,9.63536058407044e-06
359831,9.626074643165339e-06
362736,9.324817256128881e-06
364994,9.318381671619136e-06
357274,7.881336387072224e-06
364898,6.643300366704352e-06
359681,5.262984359433176e-06
357849,4.631636784324655e-06
354847,4.561104105960112e-06
364261,4.0577265281172e-06
360391,3.6401143006514758e-06
355751,3.4257570860063424e-06
360985,3.252154783695005e-06
360825,3.2504931368748657e-06
354673,3.043476681341417e-06
357482,2.8048605145158945e-06
358602,2.6283626084477874e-06
360855,8.896345775610826e-07
358717,8.699483942109509e-07
361025,8.136573796946323e-07
360082,7.669130468457297e-07
361706,7.032478492874361e-07
361008,6.080168759581284e-07
353857,6.047523584129522e-07
356776,4.862706077801704e-07
355816,4.613570183664706e-07
354670,4.5672709347854834e-07
356959,4.048540063195105e-07
359759,4.0275099877362663e-07
356214,4.0275099877362663e-07
355731,4.0120795574694057e-07
352816,3.957887315664266e-07
353835,3.930518630568258e-07
355555,3.623416375830857e-07
359656,3.5509108897713304e-07
361999,3.363368534792244e-07
