,0,1,2,3
133,3,19.0,0.0,5
134,1,19.0,0.0,3
135,1,3.0,635329.0,6
136,3,19.0,944697.0,5
137,1,9.0,1425694.0,4
138,1,19.0,6435.0,4
139,3,18.0,95705.0,4
140,3,14.0,1022596.0,2
141,3,18.0,450936.0,3
142,1,1.0,2962.0,3
143,1,3.0,920797.0,3
144,2,12.0,422103.0,3
145,1,9.0,1461.0,3
146,3,12.0,11024.0,2
147,1,19.0,27246.0,3
148,1,17.0,2211518.0,4
149,1,19.0,0.0,2
150,1,9.0,262318.0,3
151,1,19.0,811042.0,1
152,1,13.0,0.0,3
153,3,13.0,0.0,2
154,3,12.0,133287.0,4
155,3,19.0,295743.0,3
156,0,,0.0,3
157,1,,0.0,3
158,3,13.0,105449.0,2
159,1,12.0,64491.0,2
160,1,3.0,0.0,3
161,3,17.0,24379.0,3
162,3,19.0,657821.0,6
163,1,19.0,671543.0,7
164,1,4.0,35829293.0,7
165,1,13.0,2912002.0,7
166,1,19.0,18796595.0,6
167,3,12.0,75773.0,5
168,1,19.0,0.0,4
169,3,19.0,1594013.0,4
170,3,19.0,318411.0,5
171,3,8.0,2375889.0,5
172,1,14.0,608768.0,6
173,3,19.0,1266839.0,4
174,1,19.0,0.0,5
175,3,12.0,0.0,3
176,3,17.0,11887.0,4
177,1,19.0,41521.0,4
178,2,18.0,810196.0,5
179,3,14.0,713258.0,4
180,3,12.0,1172551.0,4
181,3,12.0,8251.0,4
182,3,12.0,419954.0,3
183,1,12.0,155750.0,2
184,1,9.0,0.0,4
185,1,19.0,8642.0,2
186,3,12.0,6416.0,4
187,1,12.0,129823.0,3
188,1,19.0,25107.0,3
189,3,17.0,908718.0,4
190,3,19.0,284269.0,4
191,3,12.0,687604.0,3
192,1,12.0,210805.0,3
193,1,4.0,154807.0,3
194,1,12.0,73952.0,2
195,3,15.0,462619.0,3
196,3,17.0,1542921.0,3
197,1,19.0,8353.0,2
198,3,12.0,374739.0,3
199,1,5.0,1849.0,2
200,1,19.0,12898.0,3
201,3,13.0,1292481.0,3
202,1,19.0,0.0,3
203,3,5.0,167773.0,2
204,3,9.0,103230.0,5
205,3,9.0,396131.0,4
206,1,13.0,960810.0,3
207,3,8.0,107323.0,5
208,1,9.0,156.0,3
209,1,19.0,18576380.0,6
210,3,19.0,185131.0,6
211,1,19.0,0.0,4
212,3,19.0,2355972.0,5
213,1,19.0,4880.0,4
214,3,17.0,679265.0,6
215,1,19.0,30387.0,3
216,1,12.0,53250.0,4
217,1,17.0,35970.0,4
218,1,5.0,4141.0,2
219,1,13.0,27193.0,5
220,1,19.0,859615.0,3
221,1,,0.0,3
222,3,13.0,7105.0,3
223,1,18.0,0.0,4
224,1,1.0,5409.0,3
225,1,17.0,650.0,3
226,2,9.0,24.0,4
227,3,17.0,1946518.0,3
228,2,12.0,112153.0,3
229,1,5.0,321662.0,2
230,1,19.0,139434.0,2
231,3,13.0,81566.0,3
232,3,19.0,1120552.0,3
233,1,17.0,354583.0,3
234,1,19.0,71303.0,3
235,3,19.0,35852.0,2
236,1,11.0,0.0,2
237,1,9.0,2916753.0,3
238,1,1.0,1279030.0,2
239,3,12.0,266339.0,4
240,1,19.0,1449978.0,7
241,1,19.0,10381.0,7
242,1,19.0,84942.0,7
243,3,19.0,14204286.0,9
244,1,19.0,0.0,6
245,1,19.0,664959.0,6
246,1,19.0,105.0,6
247,1,19.0,5750.0,6
248,1,19.0,0.0,6
249,3,17.0,1047.0,4
250,1,19.0,4755.0,6
251,1,19.0,0.0,5
252,1,19.0,0.0,5
253,1,17.0,217555.0,5
254,3,11.0,18035.0,4
255,1,19.0,0.0,5
256,1,19.0,9524801.0,5
257,1,19.0,0.0,6
258,1,9.0,6235.0,4
259,1,19.0,1955341.0,6
260,1,17.0,242491.0,5
261,1,12.0,1093612.0,5
262,1,19.0,203.0,5
263,1,16.0,54991.0,6
264,3,19.0,944697.0,5
265,1,19.0,9808.0,2
266,1,19.0,104.0,6
267,1,19.0,2078235.0,6
268,1,19.0,102.0,6
269,3,14.0,1022596.0,2
270,1,19.0,1978.0,4
271,3,19.0,1262.0,3
272,2,12.0,422103.0,3
273,1,3.0,0.0,5
274,1,17.0,512.0,5
275,1,19.0,0.0,4
276,1,9.0,871556.0,3
277,1,19.0,211737.0,3
278,1,,0.0,2
279,1,19.0,811042.0,1
280,3,12.0,133287.0,4
281,1,19.0,1106.0,3
282,3,12.0,348147.0,2
283,1,9.0,65231.0,3
284,1,18.0,52869.0,3
285,1,12.0,1936.0,2
286,1,13.0,1993327.0,3
287,1,19.0,104.0,7
288,1,19.0,304.0,7
289,1,19.0,403.0,7
290,1,19.0,616.0,7
291,1,19.0,522.0,8
292,1,19.0,725.0,8
293,1,19.0,705.0,7
294,1,19.0,0.0,6
295,1,19.0,102.0,4
296,1,19.0,0.0,4
297,1,17.0,193663.0,4
298,1,19.0,100.0,6
299,1,19.0,817.0,5
300,1,19.0,51160.0,4
301,1,17.0,4076287.0,4
302,1,18.0,825.0,5
303,1,15.0,0.0,5
304,1,19.0,102.0,4
305,1,1.0,1913284.0,5
306,3,8.0,299373.0,4
307,1,19.0,17676.0,3
308,1,19.0,1861.0,5
309,1,19.0,103.0,4
310,1,12.0,71189.0,3
311,3,19.0,229534.0,2
312,3,18.0,146852.0,3
313,1,19.0,820593.0,5
314,1,19.0,2203.0,6
315,1,19.0,0.0,4
316,3,9.0,291010.0,3
317,1,12.0,3489.0,4
318,3,12.0,2717416.0,2
319,1,19.0,0.0,4
320,1,14.0,0.0,4
321,1,19.0,358135.0,3
322,1,14.0,0.0,4
323,3,12.0,1195038.0,3
324,1,19.0,7719.0,2
325,3,17.0,1186549.0,3
326,1,9.0,0.0,2
327,3,19.0,657821.0,6
328,1,19.0,0.0,7
329,1,19.0,0.0,9
330,1,9.0,159331.0,6
331,1,19.0,4818.0,8
332,1,19.0,8621.0,6
333,1,13.0,2912002.0,7
334,1,17.0,24959.0,6
335,1,19.0,194826.0,7
336,1,17.0,742502.0,6
337,1,19.0,4211.0,8
338,1,19.0,200.0,7
339,1,19.0,0.0,6
340,1,19.0,102.0,6
341,1,19.0,565335.0,6
342,1,19.0,1224.0,6
343,1,19.0,4905.0,6
344,3,19.0,1266839.0,4
345,1,19.0,0.0,4
346,0,19.0,0.0,4
347,1,18.0,729873.0,4
348,3,12.0,1526679.0,4
349,1,19.0,204.0,4
350,1,17.0,0.0,6
351,2,19.0,3157531.0,5
352,3,14.0,713258.0,4
353,1,19.0,7373219.0,5
354,1,13.0,839.0,6
355,3,16.0,2658.0,2
356,1,19.0,625.0,4
357,1,19.0,0.0,6
358,1,4.0,26421.0,5
359,1,12.0,155750.0,2
360,1,19.0,0.0,3
361,1,17.0,16487.0,4
362,1,9.0,11919.0,3
363,3,12.0,370137.0,4
364,3,12.0,6416.0,4
365,1,19.0,99703.0,3
366,1,19.0,238278.0,3
367,1,12.0,210805.0,3
368,3,15.0,3952.0,3
369,1,9.0,0.0,4
370,1,4.0,154807.0,3
371,1,12.0,326517.0,4
372,3,16.0,491800.0,3
373,3,13.0,1292481.0,3
374,3,5.0,167773.0,2
375,1,9.0,0.0,3
376,1,19.0,104.0,8
377,1,12.0,49263.0,3
378,1,19.0,0.0,9
379,1,17.0,275616.0,7
380,1,19.0,0.0,7
381,1,19.0,0.0,7
382,1,19.0,0.0,9
383,1,19.0,102.0,9
384,1,19.0,4881648.0,6
385,1,19.0,32795.0,6
386,1,19.0,100.0,7
387,1,19.0,0.0,6
388,1,19.0,104.0,5
389,3,19.0,246675.0,4
390,1,19.0,105.0,5
391,1,9.0,666980.0,4
392,3,9.0,103230.0,5
393,3,9.0,396131.0,4
394,1,15.0,12317.0,4
395,1,12.0,543087.0,4
396,1,19.0,0.0,5
397,1,13.0,960810.0,3
398,1,19.0,104.0,5
399,1,19.0,0.0,4
400,1,19.0,18576380.0,6
401,3,19.0,185131.0,6
402,1,15.0,2811434.0,3
403,1,19.0,0.0,5
404,1,19.0,53247.0,4
405,1,12.0,227645.0,3
406,1,19.0,510.0,5
407,1,19.0,301.0,5
408,1,9.0,450708.0,5
409,3,17.0,1946518.0,3
410,3,19.0,232258.0,4
411,3,9.0,2073836.0,3
412,3,19.0,42584.0,4
413,1,19.0,71303.0,3
414,3,19.0,35852.0,2
415,1,1.0,1279030.0,2
416,3,12.0,266339.0,4
417,1,19.0,1449978.0,7
418,3,19.0,14204286.0,9
419,3,7.0,2733094.0,4
420,1,12.0,1093612.0,5
421,3,16.0,1579046.0,4
422,3,19.0,944697.0,5
423,3,18.0,95705.0,4
424,2,13.0,368391.0,3
425,3,14.0,1022596.0,2
426,1,9.0,1958078.0,3
427,1,9.0,1461.0,3
428,1,17.0,2211518.0,4
429,1,12.0,550820.0,2
430,1,19.0,811042.0,1
431,3,12.0,133287.0,4
432,3,12.0,348147.0,2
433,3,15.0,978142.0,3
434,1,18.0,52869.0,3
435,1,12.0,5205.0,2
436,1,19.0,186714.0,7
437,3,9.0,3634343.0,6
438,1,17.0,4076287.0,4
439,1,19.0,0.0,5
440,1,4.0,750509.0,5
441,1,19.0,17676.0,3
442,1,13.0,95382.0,5
443,3,17.0,12867.0,4
444,1,17.0,158051.0,4
445,3,9.0,291010.0,3
446,3,12.0,2717416.0,2
447,1,17.0,5670.0,3
448,3,16.0,838124.0,3
449,2,19.0,6478.0,4
450,3,17.0,30608.0,4
451,1,12.0,0.0,2
452,1,17.0,494037.0,3
453,1,18.0,83456.0,3
454,3,12.0,423885.0,3
455,1,12.0,1640005.0,4
456,1,19.0,8438.0,6
457,3,17.0,24379.0,3
458,3,19.0,657821.0,6
459,1,13.0,2912002.0,7
460,3,19.0,1266839.0,4
461,3,12.0,1526679.0,4
462,3,18.0,2546767.0,4
463,3,17.0,11887.0,4
464,3,14.0,713258.0,4
465,1,19.0,7373219.0,5
466,3,19.0,82673.0,3
467,1,17.0,305346.0,4
468,1,19.0,1053144.0,6
469,3,12.0,6416.0,4
470,1,12.0,129823.0,3
471,3,19.0,284269.0,4
472,1,4.0,154807.0,3
473,1,9.0,797304.0,4
474,3,15.0,462619.0,3
475,3,17.0,1542921.0,3
476,1,19.0,12898.0,3
477,1,4.0,683827.0,3
478,3,5.0,167773.0,2
479,1,15.0,16007.0,3
480,1,12.0,2583.0,7
481,1,19.0,859615.0,3
482,1,19.0,925332.0,5
483,3,9.0,103230.0,5
484,3,9.0,396131.0,4
485,1,13.0,960810.0,3
486,1,19.0,18576380.0,6
487,3,19.0,185131.0,6
488,1,12.0,19902.0,3
489,1,9.0,364747.0,3
490,1,9.0,1978875.0,4
491,3,17.0,57674.0,3
492,3,17.0,1946518.0,3
493,3,19.0,232258.0,4
494,1,12.0,572240.0,3
495,1,1.0,56787.0,2
496,2,19.0,462421.0,3
497,3,13.0,81566.0,3
498,3,1.0,1279030.0,2
499,3,12.0,266339.0,4
500,3,12.0,241719.0,3
501,1,19.0,6531.0,6
502,1,17.0,1703193.0,5
503,1,17.0,4076287.0,4
504,1,19.0,899733.0,5
505,1,4.0,1193116.0,5
506,1,17.0,122278.0,3
507,1,19.0,17676.0,3
508,1,17.0,118903.0,4
509,3,17.0,12867.0,4
510,1,17.0,2583400.0,6
511,3,12.0,257357.0,2
512,3,12.0,2717416.0,2
513,3,16.0,838124.0,3
514,1,17.0,494037.0,3
515,1,5.0,104108.0,1
516,3,12.0,1195038.0,3
517,1,18.0,83456.0,3
518,3,17.0,1186549.0,3
519,3,12.0,423885.0,3
520,1,19.0,1449978.0,7
521,3,19.0,14204286.0,9
522,1,19.0,1330.0,5
523,3,11.0,18035.0,4
524,1,12.0,1093612.0,5
525,1,18.0,11469.0,5
526,1,18.0,21431.0,3
527,3,19.0,944697.0,5
528,1,3.0,0.0,3
529,1,17.0,224097.0,3
530,1,9.0,1958078.0,3
531,3,17.0,797802.0,3
532,1,9.0,1461.0,3
533,1,19.0,10876.0,2
534,1,19.0,811042.0,1
535,3,12.0,133287.0,4
536,2,14.0,16789.0,2
537,1,18.0,52869.0,3
538,1,12.0,1936.0,2
539,3,17.0,24379.0,3
540,3,19.0,657821.0,6
541,1,19.0,671543.0,7
542,1,17.0,3245367.0,7
543,1,13.0,2912002.0,7
544,3,19.0,1266839.0,4
545,3,12.0,1526679.0,4
546,1,17.0,0.0,6
547,1,19.0,2459999.0,5
548,3,14.0,713258.0,4
549,3,19.0,82673.0,3
550,1,17.0,3753.0,2
551,1,12.0,155750.0,2
552,1,12.0,438894.0,3
553,1,9.0,0.0,4
554,3,12.0,687604.0,3
555,1,4.0,154807.0,3
556,3,15.0,462619.0,3
557,3,17.0,1542921.0,3
558,1,19.0,1094274.0,4
559,1,9.0,0.0,3
560,1,9.0,2287681.0,6
561,1,17.0,2425563.0,6
562,3,19.0,6748.0,5
563,1,19.0,0.0,4
564,1,19.0,925332.0,5
565,1,19.0,0.0,6
566,1,12.0,7027.0,6
567,3,9.0,396131.0,4
568,1,13.0,960810.0,3
569,1,13.0,4521.0,2
570,1,19.0,18576380.0,6
571,3,19.0,185131.0,6
572,3,19.0,2355972.0,5
573,1,9.0,250698.0,4
574,1,19.0,0.0,4
575,3,17.0,57674.0,3
576,3,17.0,1946518.0,3
577,1,14.0,77737.0,3
578,3,19.0,232258.0,4
579,3,9.0,2073836.0,3
580,3,17.0,129200.0,2
581,1,13.0,0.0,1
582,3,19.0,42584.0,4
583,1,19.0,8345.0,3
584,3,1.0,1279030.0,2
585,3,12.0,266339.0,4
586,1,3.0,2734490.0,4
587,1,20.0,0.0,4
588,1,20.0,0.0,5
589,3,19.0,657821.0,6
590,1,19.0,102.0,6
591,1,19.0,671543.0,7
592,1,20.0,0.0,5
593,1,20.0,102.0,4
594,1,20.0,100.0,4
595,1,20.0,0.0,5
596,1,19.0,0.0,8
597,1,20.0,0.0,3
598,1,20.0,0.0,3
599,1,20.0,207.0,5
600,1,20.0,209.0,5
601,1,20.0,0.0,4
602,1,20.0,0.0,4
603,1,20.0,0.0,4
604,1,20.0,0.0,4
605,1,20.0,0.0,4
606,1,20.0,0.0,5
607,1,20.0,0.0,4
608,1,19.0,0.0,9
609,1,19.0,0.0,6
610,1,20.0,0.0,4
611,1,20.0,0.0,4
612,1,20.0,0.0,5
613,1,20.0,0.0,5
614,1,20.0,0.0,5
615,1,20.0,207.0,5
616,1,20.0,102.0,5
617,1,20.0,0.0,4
618,1,17.0,3245367.0,7
619,1,19.0,303874.0,7
620,1,4.0,2606.0,1
621,1,20.0,0.0,5
622,1,20.0,0.0,4
623,1,20.0,0.0,3
624,1,20.0,0.0,4
625,1,20.0,0.0,5
626,1,20.0,100.0,4
627,1,20.0,0.0,5
628,1,20.0,103.0,4
629,1,20.0,102.0,5
630,1,20.0,102.0,5
631,1,20.0,0.0,4
632,1,20.0,0.0,5
633,1,20.0,101.0,5
634,1,20.0,102.0,5
635,1,20.0,103.0,5
636,1,19.0,0.0,6
637,1,20.0,0.0,5
638,1,20.0,0.0,5
639,1,20.0,0.0,4
640,1,20.0,0.0,3
641,1,20.0,101.0,4
642,1,20.0,0.0,3
643,1,20.0,0.0,4
644,1,20.0,0.0,5
645,1,20.0,0.0,4
646,1,20.0,0.0,5
647,1,20.0,0.0,5
648,1,20.0,0.0,5
649,1,20.0,0.0,4
650,1,20.0,0.0,4
651,1,20.0,0.0,4
652,1,20.0,0.0,3
653,1,20.0,0.0,3
654,1,20.0,0.0,4
655,1,20.0,0.0,4
656,1,20.0,0.0,4
657,1,20.0,0.0,3
658,1,20.0,0.0,4
659,1,20.0,0.0,4
660,1,20.0,0.0,4
661,1,20.0,0.0,4
662,1,20.0,0.0,3
663,1,20.0,0.0,5
664,1,20.0,0.0,3
665,1,20.0,0.0,4
666,1,20.0,0.0,5
667,1,20.0,0.0,4
668,1,20.0,0.0,5
669,1,20.0,0.0,5
670,1,20.0,0.0,4
671,1,20.0,0.0,4
672,1,20.0,0.0,3
673,1,20.0,0.0,3
674,1,20.0,102.0,4
675,1,20.0,0.0,3
676,1,20.0,0.0,5
677,1,20.0,0.0,4
678,1,20.0,0.0,3
679,1,20.0,0.0,4
680,1,20.0,101.0,3
681,1,20.0,0.0,3
682,1,20.0,0.0,5
683,1,20.0,0.0,3
684,1,20.0,0.0,5
685,1,20.0,0.0,3
686,1,20.0,0.0,3
687,1,20.0,0.0,4
688,1,20.0,0.0,5
689,1,20.0,0.0,4
690,1,20.0,0.0,4
691,1,20.0,0.0,4
692,1,20.0,0.0,4
693,1,20.0,0.0,4
694,1,20.0,0.0,4
695,1,20.0,0.0,5
696,1,20.0,0.0,4
697,1,20.0,0.0,4
698,1,20.0,0.0,4
699,1,20.0,0.0,4
700,1,20.0,0.0,5
701,1,20.0,0.0,4
702,1,20.0,0.0,4
703,1,20.0,0.0,5
704,1,20.0,0.0,5
705,1,20.0,0.0,4
706,1,20.0,0.0,5
707,1,20.0,3053.0,4
708,1,20.0,0.0,4
709,1,20.0,0.0,3
710,1,20.0,0.0,4
711,1,20.0,0.0,3
712,1,20.0,0.0,4
713,1,20.0,0.0,4
714,1,20.0,0.0,3
715,1,20.0,0.0,3
716,1,13.0,2912002.0,7
717,1,5.0,313.0,2
718,1,19.0,15501.0,7
719,1,17.0,14693.0,6
720,1,17.0,1310789.0,6
721,1,20.0,0.0,6
722,1,20.0,1034.0,7
723,1,19.0,0.0,6
724,1,17.0,0.0,6
725,1,20.0,2346319.0,4
726,1,20.0,0.0,5
727,1,19.0,0.0,7
728,1,19.0,0.0,8
729,1,20.0,4771.0,5
730,1,20.0,101.0,4
731,1,20.0,103.0,4
732,1,19.0,0.0,6
733,1,20.0,0.0,4
734,1,20.0,0.0,3
735,1,20.0,0.0,4
736,1,20.0,0.0,4
737,1,20.0,0.0,4
738,1,20.0,0.0,4
739,1,20.0,0.0,4
740,1,20.0,0.0,4
741,1,20.0,0.0,4
742,1,19.0,0.0,10
743,1,19.0,0.0,7
744,1,19.0,0.0,8
745,1,20.0,0.0,4
746,1,20.0,0.0,4
747,1,20.0,0.0,4
748,1,19.0,103.0,6
749,1,20.0,0.0,5
750,1,20.0,0.0,4
751,1,20.0,0.0,5
752,1,20.0,0.0,4
753,1,20.0,0.0,5
754,1,20.0,0.0,5
755,1,20.0,0.0,5
756,3,19.0,14204286.0,9
757,1,20.0,0.0,4
758,1,20.0,0.0,4
759,1,20.0,0.0,4
760,1,20.0,0.0,4
761,1,20.0,0.0,5
762,1,20.0,100.0,5
763,1,19.0,0.0,7
764,1,20.0,0.0,5
765,1,20.0,0.0,5
766,1,20.0,0.0,5
767,1,20.0,0.0,4
768,1,20.0,0.0,5
769,1,20.0,102.0,4
770,1,20.0,0.0,4
771,1,20.0,0.0,4
772,1,20.0,0.0,3
773,1,20.0,0.0,4
774,1,20.0,0.0,3
775,1,20.0,503.0,3
776,1,19.0,0.0,5
777,1,19.0,202.0,5
778,1,19.0,2155567.0,6
779,1,20.0,0.0,5
780,1,20.0,0.0,4
781,3,19.0,1266839.0,4
782,1,20.0,0.0,4
783,1,20.0,103.0,4
784,1,20.0,0.0,5
785,1,19.0,0.0,9
786,1,20.0,101.0,5
787,1,19.0,0.0,4
788,1,19.0,16703.0,5
789,1,19.0,13977.0,5
790,1,9.0,1983.0,4
791,1,19.0,0.0,6
792,1,19.0,502.0,4
793,1,19.0,0.0,5
794,1,19.0,0.0,5
795,1,19.0,10648.0,6
796,1,19.0,840.0,5
797,1,20.0,105.0,5
798,1,19.0,403.0,6
799,1,19.0,1499332.0,6
800,3,12.0,1526679.0,4
801,1,19.0,0.0,5
802,1,20.0,104.0,3
803,1,19.0,8348.0,6
804,1,19.0,0.0,6
805,1,20.0,103.0,3
806,1,19.0,0.0,6
807,1,20.0,105.0,5
808,1,20.0,0.0,3
809,1,20.0,105.0,5
810,3,11.0,19336.0,6
811,1,17.0,0.0,6
812,1,19.0,0.0,5
813,1,19.0,0.0,5
814,3,12.0,0.0,3
815,1,9.0,243410.0,6
816,1,17.0,0.0,4
817,3,17.0,11887.0,4
818,1,14.0,57121.0,5
819,1,13.0,0.0,4
820,2,19.0,3157531.0,5
821,1,19.0,345695.0,4
822,1,19.0,101.0,4
823,1,19.0,92999.0,5
824,1,19.0,0.0,4
825,1,20.0,103.0,4
826,1,19.0,501465.0,4
827,3,14.0,713258.0,4
828,1,20.0,0.0,5
829,1,12.0,0.0,4
830,3,12.0,1172551.0,4
831,3,4.0,2365079.0,4
832,3,12.0,419954.0,3
833,3,19.0,82673.0,3
834,1,19.0,0.0,3
835,1,12.0,16115.0,5
836,1,19.0,0.0,3
837,1,20.0,201.0,5
838,1,19.0,77346.0,4
839,1,19.0,0.0,6
840,1,19.0,505.0,4
841,1,17.0,190516.0,6
842,1,11.0,1523.0,5
843,1,19.0,0.0,2
844,1,19.0,0.0,2
845,1,2.0,3816.0,5
846,1,19.0,0.0,3
847,1,19.0,0.0,2
848,1,19.0,0.0,5
849,1,19.0,0.0,3
850,1,19.0,1076.0,2
851,2,9.0,393179.0,3
852,1,17.0,68777.0,4
853,3,12.0,6416.0,4
854,1,19.0,103.0,5
855,1,12.0,129823.0,3
856,1,19.0,0.0,6
857,1,19.0,99703.0,3
858,1,19.0,0.0,4
859,1,19.0,0.0,4
860,3,19.0,284269.0,4
861,1,19.0,0.0,4
862,1,9.0,101.0,4
863,1,19.0,124714.0,4
864,0,19.0,0.0,4
865,1,4.0,154807.0,3
866,1,17.0,323794.0,4
867,1,12.0,1011.0,2
868,3,16.0,491800.0,3
869,1,17.0,60277.0,4
870,3,15.0,462619.0,3
871,1,19.0,4620586.0,3
872,1,12.0,322712.0,3
873,1,19.0,12898.0,3
874,1,19.0,0.0,5
875,1,17.0,2209552.0,3
876,1,20.0,105.0,5
877,1,9.0,2287681.0,6
878,1,19.0,258962.0,3
879,1,20.0,0.0,3
880,1,19.0,0.0,4
881,1,19.0,0.0,3
882,1,18.0,26400.0,2
883,1,19.0,566909.0,4
884,1,19.0,103.0,4
885,1,19.0,326982.0,2
886,0,20.0,0.0,4
887,1,20.0,0.0,4
888,1,20.0,30.0,2
889,1,20.0,0.0,5
890,1,5.0,433613.0,1
891,1,20.0,0.0,4
892,1,20.0,0.0,5
893,1,20.0,0.0,4
894,1,20.0,103.0,4
895,1,20.0,0.0,4
896,1,20.0,101.0,5
897,1,20.0,0.0,4
898,1,20.0,0.0,4
899,1,20.0,0.0,4
900,1,20.0,0.0,4
901,1,20.0,0.0,3
902,1,20.0,100.0,4
903,1,20.0,0.0,4
904,1,20.0,0.0,4
905,1,20.0,0.0,4
906,1,20.0,0.0,4
907,1,20.0,0.0,5
908,1,20.0,0.0,4
909,1,20.0,0.0,4
910,1,20.0,0.0,3
911,1,20.0,0.0,4
912,1,20.0,0.0,3
913,1,20.0,0.0,5
914,1,20.0,0.0,5
915,1,20.0,0.0,4
916,1,20.0,0.0,3
917,1,20.0,0.0,4
918,1,20.0,0.0,3
919,1,20.0,0.0,4
920,1,20.0,0.0,3
921,2,19.0,1804197.0,5
922,1,20.0,0.0,4
923,1,19.0,0.0,10
924,1,20.0,0.0,5
925,1,20.0,0.0,4
926,1,20.0,0.0,4
927,1,19.0,0.0,8
928,1,20.0,0.0,5
929,1,20.0,0.0,4
930,1,19.0,770393.0,6
931,1,19.0,0.0,7
932,1,20.0,102.0,4
933,1,20.0,0.0,4
934,1,20.0,103.0,3
935,1,20.0,0.0,5
936,1,20.0,0.0,5
937,1,20.0,0.0,4
938,1,20.0,0.0,5
939,1,20.0,0.0,4
940,1,20.0,0.0,5
941,1,20.0,0.0,5
942,1,19.0,0.0,7
943,2,19.0,102.0,6
944,1,20.0,0.0,5
945,1,20.0,0.0,3
946,1,20.0,0.0,3
947,1,20.0,0.0,4
948,1,20.0,0.0,4
